command	kind	mode	codepoint	name	meaning	role	font	katex	source	note
\Bbbk	symbol	math	U+1D55C	Bbbk		ID		\Bbbk	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Bbbk
\Bot	symbol	math	U+22A5	Bot		ID			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord
\Bumpeq	symbol	math	U+224E	Bumpeq	geometrically-equals	RELOP		\Bumpeq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \Bumpeq
\Cap	symbol	math	U+22D2	Cap	double-intersection	BINOP		\Cap	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathbin; codepoint from extract \Cap
\Colonapprox	symbol	math	U+003A U+003A U+2248	Colonapprox		RELOP		\Colonapprox	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \Colonapprox
\Coloneq	symbol	math	U+003A U+003A U+002D	Coloneq		RELOP		\Coloneq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \Coloneq
\Coloneqq	symbol	math	U+2A74	Coloneqq		RELOP		\Coloneqq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \Coloneqq
\Colonsim	symbol	math	U+003A U+003A U+223C	Colonsim		RELOP		\Colonsim	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \Colonsim
\Cup	symbol	math	U+22D3	Cup	double-union	BINOP		\Cup	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathbin; codepoint from extract \Cup
\Delta	symbol	math	U+0394	Delta		ID		\Delta	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Delta
\Deltasl	symbol	math	U+0394	Deltasl		ID		\Delta	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Deltasl
\Deltaup	symbol	math	U+0394	Deltaup				\Delta	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathalpha; codepoint from extract \Deltaup
\Diamond	symbol	math	U+25C7	Diamond		ID		\Diamond	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Diamond
\DiamondLeft	symbol	math	U+21D0 U+25C7	DiamondLeft		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \DiamondLeft
\DiamondRight	symbol	math	U+25C7 U+21D2	DiamondRight		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \DiamondRight
\Diamondblack	symbol	math	U+25C6	Diamondblack		ID			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Diamondblack
\Diamonddot	symbol	math	U+27D0	Diamonddot		ID			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Diamonddot
\DiamonddotLeft	symbol	math	U+21D0 U+27D0	DiamonddotLeft		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \DiamonddotLeft
\DiamonddotRight	symbol	math	U+27D0 U+21D2	DiamonddotRight		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \DiamonddotRight
\Diamonddotleft	symbol	math	U+2190 U+27D0	Diamonddotleft		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \Diamonddotleft
\Diamonddotright	symbol	math	U+27D0 U+2192	Diamonddotright		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \Diamonddotright
\Diamondleft	symbol	math	U+2190 U+25C7	Diamondleft		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \Diamondleft
\Diamondright	symbol	math	U+25C7 U+2192	Diamondright		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \Diamondright
\Eqcolon	symbol	math	U+002D U+003A U+003A	Eqcolon		RELOP		\Eqcolon	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \Eqcolon
\Eqqcolon	symbol	math	U+003D U+003A U+003A	Eqqcolon		RELOP		\Eqqcolon	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \Eqqcolon
\Finv	symbol	math	U+2132	Finv		ID		\Finv	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Finv
\Game	symbol	math	U+2141	Game		ID		\Game	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Game
\Gamma	symbol	math	U+0393	Gamma		ID		\Gamma	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Gamma
\Gammasl	symbol	math	U+0393	Gammasl		ID		\Gamma	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Gammasl
\Gammaup	symbol	math	U+0393	Gammaup				\Gamma	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathalpha; codepoint from extract \Gammaup
\Im	symbol	math	U+2111	Im	imaginary-part	ID		\Im	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Im
\Join	symbol	math	U+2A1D	Join	join	RELOP		\Join	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \Join
\Lambda	symbol	math	U+039B	Lambda		ID		\Lambda	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Lambda
\Lambdasl	symbol	math	U+039B	Lambdasl		ID		\Lambda	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Lambdasl
\Lambdaup	symbol	math	U+039B	Lambdaup				\Lambda	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathalpha; codepoint from extract \Lambdaup
\Lbag	symbol	math	U+27C5	Lbag		OPEN			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathopen; codepoint from extract \Lbag
\Lleftarrow	symbol	math	U+21DA	Lleftarrow		RELOP		\Lleftarrow	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \Lleftarrow
\Lsh	symbol	math	U+21B0	Lsh		RELOP		\Lsh	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \Lsh
\Mappedfromchar	symbol	math	U+2AE4	Mappedfromchar		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \Mappedfromchar
\Mapstochar	symbol	math	U+007C	Mapstochar		RELOP		\textbar	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \Mapstochar
\Mmapstochar	symbol	math	U+2AE5	Mmapstochar		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \Mmapstochar
\Nearrow	symbol	math	U+21D7	Nearrow		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \Nearrow
\Nwarrow	symbol	math	U+21D6	Nwarrow		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \Nwarrow
\Omega	symbol	math	U+03A9	Omega		ID		\Omega	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Omega
\Omegasl	symbol	math	U+03A9	Omegasl		ID		\Omega	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Omegasl
\Omegaup	symbol	math	U+03A9	Omegaup				\Omega	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathalpha; codepoint from extract \Omegaup
\Perp	symbol	math	U+2AEB	Perp		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \Perp
\Phi	symbol	math	U+03A6	Phi		ID		\Phi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Phi
\Phisl	symbol	math	U+03A6	Phisl		ID		\Phi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Phisl
\Phiup	symbol	math	U+03A6	Phiup				\Phi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathalpha; codepoint from extract \Phiup
\Pi	symbol	math	U+03A0	Pi		ID		\Pi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Pi
\Pisl	symbol	math	U+03A0	Pisl		ID		\Pi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Pisl
\Piup	symbol	math	U+03A0	Piup				\Pi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathalpha; codepoint from extract \Piup
\Psi	symbol	math	U+03A8	Psi		ID		\Psi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Psi
\Psisl	symbol	math	U+03A8	Psisl		ID		\Psi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Psisl
\Psiup	symbol	math	U+03A8	Psiup				\Psi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathalpha; codepoint from extract \Psiup
\Rbag	symbol	math	U+27C6	Rbag		CLOSE			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathclose; codepoint from extract \Rbag
\Re	symbol	math	U+211C	Re	real-part	ID		\Re	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Re
\Rrightarrow	symbol	math	U+21DB	Rrightarrow		RELOP		\Rrightarrow	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \Rrightarrow
\Rsh	symbol	math	U+21B1	Rsh		RELOP		\Rsh	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \Rsh
\Searrow	symbol	math	U+21D8	Searrow		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \Searrow
\Sigma	symbol	math	U+03A3	Sigma		ID		\Sigma	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Sigma
\Sigmasl	symbol	math	U+03A3	Sigmasl		ID		\Sigma	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Sigmasl
\Sigmaup	symbol	math	U+03A3	Sigmaup				\Sigma	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathalpha; codepoint from extract \Sigmaup
\Subset	symbol	math	U+22D0	Subset	double-subset-of	RELOP		\Subset	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \Subset
\Supset	symbol	math	U+22D1	Supset	double-superset-of	RELOP		\Supset	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \Supset
\Swarrow	symbol	math	U+21D9	Swarrow		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \Swarrow
\Theta	symbol	math	U+0398	Theta		ID		\Theta	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Theta
\Thetasl	symbol	math	U+0398	Thetasl		ID		\Theta	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Thetasl
\Thetaup	symbol	math	U+0398	Thetaup				\Theta	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathalpha; codepoint from extract \Thetaup
\Top	symbol	math	U+22A4	Top		ID		\top	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord
\Upsilon	symbol	math	U+03A5	Upsilon		ID		\Upsilon	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Upsilon
\Upsilonsl	symbol	math	U+03A5	Upsilonsl		ID		\Upsilon	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Upsilonsl
\Upsilonup	symbol	math	U+03A5	Upsilonup				\Upsilon	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathalpha; codepoint from extract \Upsilonup
\VDash	symbol	math	U+22AB	VDash		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \VDash
\Vdash	symbol	math	U+22A9	Vdash	forces	RELOP		\Vdash	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \Vdash
\Vvdash	symbol	math	U+22AA	Vvdash		RELOP		\Vvdash	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \Vvdash
\Wr	symbol	math	U+2240	Wr		BINOP		\wr	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathbin
\Xi	symbol	math	U+039E	Xi		ID		\Xi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Xi
\Xisl	symbol	math	U+039E	Xisl		ID		\Xi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \Xisl
\Xiup	symbol	math	U+039E	Xiup				\Xi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathalpha; codepoint from extract \Xiup
\alpha	symbol	math	U+03B1	alpha		ID		\alpha	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \alpha
\alphasl	symbol	math	U+03B1	alphasl		ID		\alpha	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \alphasl
\alphaup	symbol	math	U+03B1	alphaup		ID		\alpha	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \alphaup
\angle	symbol	math	U+2220	angle		ID		\angle	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \angle
\approxeq	symbol	math	U+224A	approxeq	approximately-equals-or-equals	RELOP		\approxeq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \approxeq
\backepsilon	symbol	math	U+03F6	backepsilon		RELOP		\backepsilon	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \backepsilon
\backprime	symbol	math	U+2035	backprime		ID		\backprime	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \backprime
\backsim	symbol	math	U+223D	backsim		RELOP		\backsim	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \backsim
\backsimeq	symbol	math	U+22CD	backsimeq		RELOP		\backsimeq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \backsimeq
\barwedge	symbol	math	U+22BC	barwedge	not-and	BINOP		\barwedge	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathbin; codepoint from extract \barwedge
\because	symbol	math	U+2235	because	because	RELOP		\because	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \because
\beta	symbol	math	U+03B2	beta		ID		\beta	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \beta
\betasl	symbol	math	U+03B2	betasl		ID		\beta	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \betasl
\betaup	symbol	math	U+03B2	betaup		ID		\beta	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \betaup
\beth	symbol	math	U+2136	beth		ID		\beth	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \beth
\between	symbol	math	U+226C	between	between	RELOP		\between	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \between
\bigcapop	symbol	math	U+22C2	bigcapop	intersection	OPFUNCTION		\bigcap	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathop; codepoint from extract \bigcapop
\bigcupop	symbol	math	U+22C3	bigcupop	union	OPFUNCTION		\bigcup	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathop; codepoint from extract \bigcupop
\bignplusop	symbol	math	U+005C U+006C U+0078 U+0040 U+006B U+006C U+0075 U+0064 U+0067 U+0065 U+0064 U+007B U+005C U+0062 U+0069 U+0067 U+0063 U+0061 U+0070 U+005C U+006D U+0061 U+0074 U+0068 U+0063 U+0068 U+006F U+0069 U+0063 U+0065 U+0027 U+000A U+0020 U+0020 U+0020 U+0020 U+002E U+0020 U+0027 U+007B U+005C U+006C U+0078 U+0040 U+0074 U+0077 U+0065 U+0061 U+006B U+0065 U+0064 U+007B U+0077 U+0069 U+0064 U+0074 U+0068 U+003D U+0030 U+0070 U+0074 U+002C U+0078 U+006F U+0066 U+0066 U+0073 U+0065 U+0074 U+003D U+002D U+0031 U+002E U+0036 U+0065 U+006D U+002C U+0079 U+006F U+0066 U+0066 U+0073 U+0065 U+0074 U+003D U+0030 U+002E U+0032 U+0065 U+0078 U+007D U+007B U+002B U+007D U+007D U+0027 U+000A U+0020 U+0020 U+0020 U+0020 U+002E U+0020 U+0027 U+007B U+005C U+006C U+0078 U+0040 U+0074 U+0077 U+0065 U+0061 U+006B U+0065 U+0064 U+007B U+0077 U+0069 U+0064 U+0074 U+0068 U+003D U+0030 U+0070 U+0074 U+002C U+0078 U+006F U+0066 U+0066 U+0073 U+0065 U+0074 U+003D U+002D U+0031 U+002E U+0033 U+0065 U+006D U+002C U+0079 U+006F U+0066 U+0066 U+0073 U+0065 U+0074 U+003D U+0030 U+002E U+0032 U+0065 U+0078 U+007D U+007B U+002B U+007D U+007D U+0027 U+000A U+0020 U+0020 U+0020 U+0020 U+002E U+0020 U+0027 U+007B U+005C U+006C U+0078 U+0040 U+0074 U+0077 U+0065 U+0061 U+006B U+0065 U+0064 U+007B U+0077 U+0069 U+0064 U+0074 U+0068 U+003D U+0030 U+0070 U+0074 U+002C U+0078 U+006F U+0066 U+0066 U+0073 U+0065 U+0074 U+003D U+002D U+0031 U+002E U+0033 U+0065 U+006D U+002C U+0079 U+006F U+0066 U+0066 U+0073 U+0065 U+0074 U+003D U+0030 U+002E U+0032 U+0065 U+0078 U+007D U+007B U+002B U+007D U+007D U+0027 U+000A U+0020 U+0020 U+0020 U+0020 U+002E U+0020 U+0027 U+007B U+005C U+006C U+0078 U+0040 U+0074 U+0077 U+0065 U+0061 U+006B U+0065 U+0064 U+007B U+0077 U+0069 U+0064 U+0074 U+0068 U+003D U+0030 U+0070 U+0074 U+002C U+0078 U+006F U+0066 U+0066 U+0073 U+0065 U+0074 U+003D U+002D U+0031 U+002E U+0033 U+0065 U+006D U+002C U+0079 U+006F U+0066 U+0066 U+0073 U+0065 U+0074 U+003D U+0030 U+002E U+0032 U+0065 U+0078 U+007D U+007B U+002B U+007D U+007D U+007D	bignplusop	intersection-plus	OPFUNCTION			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathop; codepoint from extract \bignplusop
\bigodotop	symbol	math	U+2A00	bigodotop		OPFUNCTION		\bigodot	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathop; codepoint from extract \bigodotop
\bigoplusop	symbol	math	U+2A01	bigoplusop	direct-sum	OPFUNCTION		\bigoplus	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathop; codepoint from extract \bigoplusop
\bigotimesop	symbol	math	U+2A02	bigotimesop	tensor-product	OPFUNCTION		\bigotimes	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathop; codepoint from extract \bigotimesop
\bigsqcapop	symbol	math	U+2A05	bigsqcapop		OPFUNCTION			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathop; codepoint from extract \bigsqcapop
\bigsqcupop	symbol	math	U+2A06	bigsqcupop	square-union	OPFUNCTION		\bigsqcup	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathop; codepoint from extract \bigsqcupop
\bigstar	symbol	math	U+2605	bigstar		ID		\bigstar	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \bigstar
\biguplusop	symbol	math	U+2A04	biguplusop	symmetric-difference	OPFUNCTION		\biguplus	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathop; codepoint from extract \biguplusop
\bigveeop	symbol	math	U+22C1	bigveeop	or	OPFUNCTION		\bigvee	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathop; codepoint from extract \bigveeop
\bigwedgeop	symbol	math	U+22C0	bigwedgeop	and	OPFUNCTION		\bigwedge	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathop; codepoint from extract \bigwedgeop
\blacklozenge	symbol	math	U+29EB	blacklozenge		ID		\blacklozenge	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \blacklozenge
\blacksquare	symbol	math	U+25A0	blacksquare		ID		\blacksquare	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \blacksquare
\blacktriangle	symbol	math	U+25B2	blacktriangle		ID		\blacktriangle	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \blacktriangle
\blacktriangledown	symbol	math	U+25BC	blacktriangledown		ID		\blacktriangledown	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \blacktriangledown
\blacktriangleleft	symbol	math	U+25C0	blacktriangleleft		RELOP		\blacktriangleleft	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \blacktriangleleft
\blacktriangleright	symbol	math	U+25B6	blacktriangleright		RELOP		\blacktriangleright	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \blacktriangleright
\boxLeft	symbol	math	U+21D0 U+25A1	boxLeft		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \boxLeft
\boxRight	symbol	math	U+25A1 U+21D2	boxRight		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \boxRight
\boxast	symbol	math	U+29C6	boxast		BINOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathbin; codepoint from extract \boxast
\boxbar	symbol	math	U+25EB	boxbar		BINOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathbin; codepoint from extract \boxbar
\boxbslash	symbol	math	U+29C4	boxbslash		BINOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathbin; codepoint from extract \boxbslash
\boxdot	symbol	math	U+22A1	boxdot		BINOP		\boxdot	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathbin; codepoint from extract \boxdot
\boxdotLeft	symbol	math	U+21D0 U+22A1	boxdotLeft		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \boxdotLeft
\boxdotRight	symbol	math	U+22A1 U+21D2	boxdotRight		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \boxdotRight
\boxdotleft	symbol	math	U+2190 U+22A1	boxdotleft		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \boxdotleft
\boxdotright	symbol	math	U+22A1 U+2192	boxdotright		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \boxdotright
\boxleft	symbol	math	U+22A3 U+20DE	boxleft		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \boxleft
\boxminus	symbol	math	U+229F	boxminus		BINOP		\boxminus	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathbin; codepoint from extract \boxminus
\boxplus	symbol	math	U+229E	boxplus		BINOP		\boxplus	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathbin; codepoint from extract \boxplus
\boxright	symbol	math	U+22A2 U+20DE	boxright		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \boxright
