command	kind	mode	codepoint	name	meaning	role	font	katex	source	note
\Pisymbol{pzd}{71}	text	text	U+2727	Pisymbol-pzd-71					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 71
\Pisymbol{pzd}{72}	text	text	U+2605	Pisymbol-pzd-72				\bigstar	lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 72
\Pisymbol{pzd}{73}	text	text	U+2729	Pisymbol-pzd-73					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 73
\Pisymbol{pzd}{74}	text	text	U+272A	Pisymbol-pzd-74					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 74
\Pisymbol{pzd}{75}	text	text	U+272B	Pisymbol-pzd-75					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 75
\Pisymbol{pzd}{76}	text	text	U+272C	Pisymbol-pzd-76					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 76
\Pisymbol{pzd}{77}	text	text	U+272D	Pisymbol-pzd-77					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 77
\Pisymbol{pzd}{78}	text	text	U+272E	Pisymbol-pzd-78					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 78
\Pisymbol{pzd}{79}	text	text	U+272F	Pisymbol-pzd-79					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 79
\Pisymbol{pzd}{80}	text	text	U+2730	Pisymbol-pzd-80					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 80
\Pisymbol{pzd}{81}	text	text	U+2731	Pisymbol-pzd-81					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 81
\Pisymbol{pzd}{82}	text	text	U+2732	Pisymbol-pzd-82					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 82
\Pisymbol{pzd}{83}	text	text	U+2733	Pisymbol-pzd-83					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 83
\Pisymbol{pzd}{84}	text	text	U+2734	Pisymbol-pzd-84					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 84
\Pisymbol{pzd}{85}	text	text	U+2735	Pisymbol-pzd-85					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 85
